Customer_id,Consumer complaint narrative
278,"For background context, I recently had a serious medical/dental issue and needed to pay for a very expensive dental procedure. 

On XX/XX/2023, I called Truist to ask about a payment deferral to take care of my immediate medical expenses. I was told by the rep that I qualified, as I was in excellent standing and had had the loan for over a year. She told me to expect an email from Truist with my deferral agreement no later than XXXX XXXX Monday, XX/XX/2023, and to call back if I didnt receive it. As of XXXX XXXX Monday XX/XX/2023, I hadnt received the email, so I called back. I asked if it could be sent to me while I was on the phone so that I could verify if I got it. I was told no. I said okay, to be honest, if I didnt get the first one Im not sure Ill get the second one anyway, as this is clearly an issue with their email server. I asked if there was an alternate way to get the document- via fax or postal service. I was again told no. I asked why I couldnt just receive it in the mail and was told it had to expire, which made no sense considering I was asking for a different method. The rep refused to tell me how long it would take to expire and what my next steps should be. 

I hung up and called back, getting a different rep. This one talked over me, talked down to me, and would not let me ask a question. He kept repeating something along the lines of maam are you going to work with me as a team? Just repeatedly saying that over and over and refusing to allow me to get a word in or ask my questions. He finally said he could mail it, but would I be willing to wait ten days? I asked for some clarification on the ten days - did that mean I would receive it within ten days or did that mean I had to wait ten days and then call back to resubmit my request? He refused to answer the question and kept asking his working as a team question. I dont need to work as a team for these people ; they already are a team, and their job as a team is to assist me, which they did not. 

I ended up ending the call and was so upset over the incident I began to cry. I was trying to do a very simple thing and asking basic questions, and instead of being helped I was being spoken to like a bad child. I called back a third time and got a different rep who finally agreed to mail me the agreement. 

However, later on that night I went online and realized I could file a request there. I did so, which also raised a red flag. If they had actually processed my request, why did it not say it was already pending and not allow me to submit a new one? Less than 12 hours after submitting it, I got the email from the automated system - the automated system responded to my request better and faster than actual human beings. That is a serious flaw with Truist Bank."
279,"I would like to see them return my money and and pay off my car for asking for a down payment of XXXX and pressuring me to buy an extended warranty for XXXX. So a car that started off at XXXX ends up costing XXXX Which the car isnt even worth that much. 
As a woman I felt like I was being taken advantage of."
280,"I have submitted the request previously. Ally Financial was the loan company that financed the truck I purchased back in XXXX. I was very ill during the purchase and basically had no recollection of the purchase. I brought the truck back to the dealership because I could not afford what they had financed me for. Apparently they financed me for almost {$70000.00}. The sticker price of the truck was only {$56000.00}. They paid off my XXXX XXXX for {$13000.00} and tacked that onto my loan, financed me at 17.9 % and didn't give me any money for the XXXX. They in turn sold it for almost {$21000.00}. I would never agree to this kind of financing and do not know how I could get it being on XXXX. I am now reporting Ally Financial as they have given me a poor credit rating."
281,"I contacted Citizen about my loan XXXX prior to becoming delinquent on their account to communicate that I was experiencing hardship due to being laid off and that I wanted to know what options existed for someone in my position. The woman on the phone stated that there was nothing the company offered and that my only option was to submit a payment and stated more than once that there was no option for someone experiencing hardship. 

I called back after they'd reported my account as delinquent to see if I could just payoff the account and remove the negative reporting and the new representative stated that I received false information and that Citizen DID offer hardship options to people and that the representative I spoke to should have provided me with those options. Had I received those options, I am sure I could have prevented my account from becoming delinquent. 

Therefore, had I been given all of the information when I first called ( before I became delinquent ) I would not have had to go through the negative reporting. I was not given complete information, the first representative was lazy and unprofessional and as a result my credit report was impacted. I know all calls are recorded and the first call should be recorded, I want a supervisor or manager to listen to the first and second call so they can see how stark the differences are and I need an explanation as to why their representatives are not trained the same, and I need that negative reporting removed because I could have worked out an arrangement on the first call, BEFORE I WAS LATE, and prevented my credit score from being impacted."
282,"Mohela, according to the Mohela customer service rep I spoke to on XX/XX/XXXX, explained that Mohela 's processing error led to a letter/notification that my employer did not complete questions 9-12 on the employer verification form that my employer submitted. She pulled up my materials and confirmed that my employer verification form was complete ( all required responses were provided along with appropriate signature ). 

The representative said that my application file ( including employer 's form and employer 's eligibility ) was complete and should cleared review. ' I was already past the 90-day period the Mohela site posted as my processing time, my application is complete ( according the representative who reviewed it with me during my call ), but the representative said that Mohela would reset my processing for another 90-day period to clear my application for approval. 

The representative did reset my application, which now shows that a new 90-day processing period has begun. Now a week later, I received a notification detailing that my payments will resume ( but I am way over the 120 payments for XXXX forgiveness ), Furthermore, the rep ( who was polite, no troubles there ) suggested that I resubmit my borrower 's page for the XXXX application, and noted that I should resign my signature on the original application page. I did as suggested ( see attached ) and now that submission is listed as resetting the 90-day processing for review. 

As the end of the federal forbearance period is coming soon, I am out of time with the uncertainty that additional Mohela reviewing errors will likely continue to reset and delay my approval. The Mohela employee reviewed all my materials while I was on the phone, and she clearly stated that all my materials were in order and that it was flagged in error and now must start the process from scratch. 

From consumer reports from CFPB, there is clearly a pattern of Mohela delays and errors that jeopardize timely and accurate review for official approval. 

If the rep I spoke with can confirm all my materials and information is in order, why am I back to square one, and why do I need to wait another 3+ months fearing that the error-prone review process will delay and disturb my official approval. 

I made more than 120 payments towards XXXX forgiveness. 
All forms ( including employer form from employer ) were submitted before the XX/XX/XXXX deadline. 
Mohela rep explained my files were complete and accurate, and that the application shouldn't have been flagged as having an error. 
Yet, I am now back to week 1 of another round of 90-days for processing, in the same exact system that erroneously flagged my application after the previous 90-day review period."
283,"On XX/XX/XXXX2021, I was told that I needed to pay XXXX as a down payment on a XXXX XXXX XXXX. I was also told that I had to have full coverage insurance on the vehicle before I can leave. I have reason to believe that the lender ( Global Lending Services ) willingly and knowingly took advantage of me and my consumer credit. Within the contact I found at least 10 consumer law violations."
284,"I applied for XXXX on XX/XX/XXXX and was informed that there was a 90 day processing time. The 90 day period has now passed and when I logged in to check the status of my application the status showed "" Cancelled ''. I have not received any correspondence regarding this and have not been informed of what "" cancelled '' indicates/translates. Upon contacting Mohela by phone on XX/XX/XXXX I was placed on a significantly long hold while my application status was "" looked into '' and still was not provided with helpful information or resolution during the phone call. At conclusion of this call I was told that I would need to wait another 30 days for processing as they are unsure of why my application status is showing as cancelled. I submitted all required and fully completed documentation in XXXX of XXXX and I am not sure what the hold up is for moving forward with the forgiveness of my student loans on the basis of 120 months of completed public service. Being that the 90 days has passed I feel correction or further processing of my application should now be expedited and I should not be required to wait another 30 days due to MOHELA mishandling of my application."
285,As I'm attempting to pay down my car loan I've noticed that there's no way to apply an extra payment to principal only. Wells Fargo continues to apply this to interest and fees. I am currently 3 months ahead on my payments and no matter what when I apply an extra payment it continues to apply a certain amount to the interest despite being ahead. The only way to apply additional payments to principal is to add it on to an automatic pay option. There are even fees that are being paid that I don't understand or can not tell what they are. I'm not certain why I have to pay future interest that hasn't yet occurred. For example if I pay off my car now then I would have paid interest that never would have existed increasing the overall cost of the car.
286,"Mohela has been unresponsive to my questions about my account. They have also changed so-called "" policies and procedures '' throughout my interaction with them over the past 5 months. I applied for public service loan forgiveness in XXXX of XXXX. I was told it could take up to 90 days. In XXXX, I received two notices. The first was an update showing that my certification had been updated. And the second stating they had. These were very confusing because although they were transmitted electronically they appeared to back dated and was challenging to piece together which notice was correct. Since then, I have been told there's no other paperwork I need to file and my account reveals the necessary number of qualifying payments. However, I have not been able to confirm whether Mohela has taken any next steps to contact the Department of Education so that my loans can be discharged. I have called multiple times and received no answers. Most recently I called on XX/XX/XXXX and spoke to XXXX who only spoke to me vague generalities about how the process works and would not answer my questions about my account. He promised to transfer me to a supervisor but after 30 minutes on hold they hung up and never called back as promised. Today, XX/XX/XXXX, I attempted to utilize the chat function where I spoke with XXXX. Again, she only spoke in vague generalities and when I continued to ask questions specific to my account she told me I could call to speak to a supervisor and then blocked me from continuing the chat. The other complication is that when I call and use the directory it suggests that there has been another document uploaded to my account in XXXX that I can not see online and that I did not personal submit. I don't know what else to do in order to get information relative to my own personal account. This is completely unacceptable."
287,XX/XX/2022 collection agency tried to collect on a loan I did not take out with Maxlend Working with Maxlend I was able to verify I did not incur the loan- Maxlend never acknowledged this however in XXXX of XXXX received letter from collection company that case was closed Maxlend refuse to give me information or letter of apology for mixup or improper use of my social security number Ive received an I 9 from their parent company makes XXXX  XXXX XXXX XXXX XXXX XXXX ND XXXX with a disconnect phone number XXXX showing loan was discharged
288,On XX/XX/XXXX I contacted XXXX XXXX XXXX XXXX to purchase a vehicle. I was pre approved and indicated I did not want to apply with any other lenders or have my credit checked by XXXX. My intent was to complete the purchase entirely online with XXXX XXXX once a pre purchase inspection was completed. I have text messages stating this and assuring me my credit would not be run and I had to fill out the application for identity purposes. As soon as I submitted the application my credit was run through multiple lenders at least 5! Despite my pre-approval and the assurance that it would not be run. I am requesting these inquiries be removed from my report as they were not authorized and impacting my credit score. I ended up not purchasing the vehicle as it did not pass the independent inspection I had performed.
289,"I purchased a new Hyundai Elantra Hybrid. The finance officer offered me GAP insurance for my loan. I agreed. Unfortunately 2 weeks later I was involved in an accident that totaled my new car. I initiated a claim and the car company was slow in doing the paperwork. I had to call them and the GAP company multiple times over multiple weeks in order to even get the GAP claim started. This started on XX/XX/XXXX ( initial claim date ). This was nearly a month after trying to start the claim. The car was XXXX on XX/XX/XXXX. On XX/XX/2023 I received notice that I would receive no payment. It appears that they are showing a {$4000.00} deductible on the GAP claim. I do not recall any sort of disclosure telling me that there was a {$4000.00} deductible. Signing up for GAP insurance on a XXXX XXXXXXXX car that I traded in a car for XXXX XXXX  plus for would not have made any sense. In fact I know my boyfriend who is a XXXX at a XXXX XXXX would have raised all heck if I had bought a GAP policy with a {$4000.00} deductible. That would defeat the point of the policy. I feel that I was cheated, sold a lie, injured financially, and subjected to business practices that are dishonest and misleading. I feel that I was ripped off."
290,"I believe in XXXX I opened a loan with XXXX that was offered as a grow plan. You technically borrowed a certain amount but only received half while the other half went in a savings account. In XXXX XXXX transferred these loans to a provider called SST. SST never had information about the savings account as it still shows locked with XXXX. I paid off my loan on XX/XX/XXXX of this year and that starts the process of getting the money that is rightfully mine that I had to pay interest on for almost 2 years. I called today XXXX days after payment and was told that when customers pay off the loan they are put on a waiting list to receive their funds. This process takes XXXX days is what I was advised. Besides the fact that the company charged interest on money never received during the loan process and now holding the money after loan is paid off with no interest paid to me the customer who has had a savings account that actually lost money. I want them to acknowledge that this practice of holding on to the customers account for said amount of time is wrong when they fully know that payment was made, always on time and the final payment cleared."
291,"Towards the end of 2022 I got a notification that my loan servicer, launch servicing LLC would be acquired by ascent. I had no mind of it until I saw my credit report and the account that I originally had taken out with launch had doubled into now 2 separate accounts. Now I have a {$17000.00} debt that is falsely under my name. I've contacted launch servicing, now Ascent, to change remove this and they told me that the credit bureaus will need to remove it, the credit bureau told me they need a letter from ascent. I've contacted ascent twice on this matter and they refuse to write me a letter stating their own incorrect information on my personal account and finances that is now effecting my life. Launch/Ascent has refused to provide any documentation, but has admitted to this falsehood on my account and credit. This has caused my credit score to lower, my debt being ~50 % higher then it should be, and refinancing and purchasing opportunities have become extremely difficult. Please help, thank you"
292,"Mohela Student Loan Servicing apparently sent me a letter in XX/XX/XXXX that included how much I had paid on student loans in XXXX for use when filing taxes. The Post Office failed to deliver my letter and returned it to Mohela. Mohela retains all contact info such as phone number/ text number, email address, and mailing address. Mohela verifies this info every time you contact them. Mohela reported to the credit bureaus that they were unable to reach me at my address. This contact caused the credit bureaus to reduce my credit score by XXXX points. Like many people, I have spent years establishing a high credit score by no lte payment, no missed payments, and maintaining a low credit usage. Now, years of work is down the drain due to a mailing error? 
made repeated calls to Mohela and was placed on hold for approx 1 hour to get excuses. They have no process in place to try to contact anyone by alternate means when a letter is misdelivered or returned. This is unacceptable and they refuse to help or to put me in contact with someone who has actual ability to address the issue."
293,I paid off a loan in XXXX of 2022 and Omni keeps harassing me about a delinquent account. I just XXXX from the XXXX in XXXX of this year and they started harassing shortly after. Ive already disputed with them on this site about the SCRA lawsuit and I feel like this is retaliation by adding a ridiculous amount to an account that was closed.
294,"On XX/XX/XXXX, I received a confirmation of an Affirm loan being taken out under my name through the XXXX franchise. I did not make this purchase nor did I receive anything from this purchase. The bank account linked to my Affirm account was not mine, and there was no money taken out of any of my accounts, but the loan itself is linked to my account. The linked Bank account made payments from XXXX, leaving about {$1600.00} left on the loan. I do not want this loan linked to my account and there are no payments being made towards the loan at the moment, so it will eventually affect my credit and by XXXX it will be sent to debt collectors. I have never made a XXXX purchase in my life and do not know who is using my account for this reason. I do not know who made this purchase, but have the last XXXX numbers of their routing and bank account numbers since it is linked to my Affirm account."
295,"Spoke with Aidvantage on XXXX XX/XX/2023 to request information regarding my discharged loans.

I wanted to know why the loans were still active on my credit report. The loans are showing active balances and XXXX approved me for full loan discharge. On XXXX my loans are showing they stay for 10 years. I wanted aid vantage customer service to assist me in updating the discharge loan information to all credit agencies and I wanted to know when, how and who updated them last if at all. I was spoken to rudely and not given the information requested. 

I requested to file a complaint with aid vantage and the customer service representative said she would email me the paperwork to my email ( XXXX ) I have not received it as if this complaint filing. I also wanted to know why my loans were in the credit agencies cuz they never were in default status!"
296,"Clearly Moneylion haven't learned their lesson. I already deal with daily Health Issues therefore i don't need the UnNecessary HEADACHE or STRESS dealing with Moneylion. This XXXX refused to take RESPONSIBILITY for their XXXX ups in XX/XX/XXXX and again in XX/XX/XXXX which is why i'm filing this complaint. 

XXXX XXXX  ...... 
I included a picture. I also have a XXXX XXXX XXXX XXXX thru Moneylion since XX/XX/XXXX. I also have a {$19.00} monthly membership fee. At midnight on XX/XX/XXXX i checked my Moneylion XXXX XXXX XXXX XXXX on their app. I noticed that on XX/XX/XXXX it said my XXXX XXXX XXXX XXXX XXXX was PAST DUE. How can a payment that haven't even posted yet be XXXX XXXX at midnight the same day it's due. I contacted Moneylion and i requested they update my payment since the Bank confirmed they already made the payment for {$94.00} and the monthly membership fee of {$19.00}. Yet Moneylion refused to update the accout and left my account showing PAST DUE for 10 days even thought they had already been paid. I find out that Moneylion was trying to process the payment the day before which is NOT a date i get paid on. They're suppose to have your payment processed the day it's due NOT the day before. I then changed my payment due date to the 3rd of the month so this wouldn't happen again. I was told by several agents this wouldn't happen again. 


XXXX XXXX ...... 
I included a picture for this as well. At midnight on XX/XX/XXXX i checked my Moneylion XXXX XXXX XXXX XXXX account. Only to see that once again Moneylion have my payment as PAST DUE on the day it is due and the payment had once again not even posted yet. XXXX claimed this wouldn't happen again yet it does and once again they refused to take RESPONSIBILITY for their XXXX up again. 

*LYING ABOUT CREDIT RESERVE PAYMENT ...... 
Moneylion blatantly lied on their app claiming once you pay off your loan they would send your funds to the bank account of your choice. Their chat agent stated a different story. Yet they held another payment for another 10 days even though they were already paid the {$94.00} monthly payment and the {$19.00} monthly membership fee."
297,Security finance credit breach payment XXXX liable retrocession payment XXXX [ XXXX [ XXXX [ notarized XXXX total XXXX IRS took XXXX for student loan never had total XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX total XXXX IRS notarized 5 IRS XXXX total paid XXXX and credit breach XXXX total XXXX trust stage life XXXX total XXXX entire balance paid in full credit breach tax fraud by family XXXX  total XXXXXXXX XXXX decrease my SSI sent fake checks XXXX i disputed everything file complaints and or results please help thank you
298,"We had an emergency visit for our dog. Someone suggested Maxlend to pay for bill. I called them and received the money {$500.00}. Nothing was mentioned about interest rates. I signed the paper online. They said I signed authorization?? to take pymt out of my checking. I don't recall doing that, I don't like that method, but they insisted I did. I called the company to get a bill or statement. They don't send them. I went into my banking and noticed they took out {$210.00} automatically. Their online info also showed future pymts of {$260.00} a month till XXXX XXXX. Total {$3000.00} for a {$500.00} loan!! I can't pay that!!!"
299,This collections account was applied for and received by my mother using my personal and bank account information due to not being able to receive loan in her name. Ive tried reporting this issue and got denied of removal.
300,I currently have a loan in collections that I never received the money for
301,"Hello- I'm a co-signer on my Son 's Student loan. In the recent past, i received an email from Discover Student loan department that my son was not paying up. I did remind my son to pay the outstanding which he did. The account has been normalized. 

I called in Discover on XX/XX/ to check the health status of the account and they did confirm that the account is in order. I logged into the student portal to gather more information about the loan such as an amortization statement as the he has about {$53000.00} in loan for a fixed term of 15 years. However, the Discover Student portal has no information whatsoever about the amortization statement relating the the forecast of the loan spread over 15 year period. There is no clear break up of interest versus principal. I spoke to two representatives today. The first rep put me on a long hold and disconnected the call. The second representative was more forthcoming and confirmed that there is no such statement such as amortization for student loan and he put me on hold. The second representative latter disconnected the call. 

I would request CFPB to hold the financial institutions to be responsible for not being transparent in the student loan arena. As such we have burgeoning student loans across the country. To top it financial institutions are not being transparent in their code. Enforcement of such rules and regulations will make student loan more transparent. 

Appreciate it. 

regards XXXX"
302,"I have been trying to manage my loans through public service loan forgiveness ( PSLF ). I was transferred to MOHELA after consolidating my loans under the limited waiver. I submitted all paperwork on time and have since been waiting for my counts to be updated. 

With the waiver rules, I should be nearing or past the 120 required payments. However, I have been struggling with the "" employment certification forms '' ( ecf ) required to update my payment counts. The first form I submitted ( on time ) took the full 90 business days to process only to marked "" duplicate '' when it was not a duplicate form - It had new certified dates. I tried to contact MOHELA about this, but each time I was on hold so long that the call timed out and automatically disconnected me. 

I have since sent in a new form to try and get my counts up, and am hoping it will not just be marked duplicate as well. I am still within the 90 day wait on that form, but again, have not been able to get through to MOHELA through chat or phone."
303,"I am enrolled in the XXXX XXXX XXXX XXXX program. For the past XXXX years I have been certifying my employment, annually, with my qualifying employer. As required by the XXXX program, I have now completed over XXXX months of work at my qualifying organization. My loan servicer, Mohela, has verified XXXX of those payments. 

Now that I have literally only XXXX payments for them to verify, Mohela claims that it will take them well into the summer to verify these payments. I find this completely unacceptable, especially as Ive been diligently verifying these payments over the past XXXX years, being told each year that doing so would help my loan servicer process everything faster at the end. 

Whats worse, because of the XXXX law, I have to stay employed at a qualifying organization not just while making the XXXX payments, but also until those payments are reviewed and forgiven. I am therefore completely at XXXX whim until they decide to review and process these XXXX simple payments, which as they claim could take well into the end of summer. 

This timeline is ridiculous ; Mohela is putting my life, and the lives of thousands of others engaged in this process, in complete limbo, XXXX and waiting, hoping, for them to speed things along."
304,"I originally was paying payments through XXXX for a private loan in XXXX and XXXX for the amounts of {$1500.00} with an interest rate of XXXX , % {$9000.00} with an interest rate of 8.250 % and {$7400.00} with an interest rate of 10.750 %. I had paid on time until the loans were acquired by Firstmark in XXXX. I have paid over {$6900.00} in that time on time and without issue.and requested a refinance of the interest to the 8.250 % where they informed me that was not possible as they were not the ones to issue the loans even though they are the ones collecting on them. I have gone from {$19000.00} to {$12000.00} in 8 years this is just 35 % of the overall loan owned and I have paid off my other loans but Firstmark is the only company that will not assist in lowering the interest. In XXXX of XXXX a credit of {$3.00} was applied for an on-time payment incentive that was not applied at the time of the incentive should have been awarded. This amount was added to the principal balance to the account for the additional month I should have had the incentive, in 8 years and maintaining my payments timely, that is all I had removed."
305,"Bridgecrest formerly XXXX  Date XX/XX/2021 Amount XXXX This company had me believe that I was only paying XXXX altogether but later on tells me they added interest of the vehicle which came out to almost {$32000.00}. I was not aware of this because when I filled out the application it was telling me the interest was already included in everything but I will get preapproved for XXXX and when I asked him about the hidden fees, they told me it was just interest, so I gave them a car back because they car they try to sell me had multiple problems when they gave me the car as I was driving down the street the car was being rained in while it was raining outside so the whole interior get wet and I asked him to swap me out a new car but they told me no they cant. They just gon na keep fixing the car. Ive had the car fixed in the same problem still occurred so I finally got tired of it. Just let them repossessed a car they overcharged me for a car and my credit score was about maybe a XXXX at the time and they told me thats all I can afford. When I know I could afford something better and didnt wan na give me my money back when I ask for my money back within the seven days. And didnt want to take the car back at all. They laughed and lied about a lot of things. Made a fraudulent misrepresentation or advertising regarding the car you purchased. The car had mechanical issues shortly after you bought it"
306,"On XX/XX/2023 I was pre-approved for a {$50000.00} personal loan via XXXXXXXX XXXX website. 

They kept asking for more proof of income. On XX/XX/XXXX I received an adverse action notice from Customers Bank. 

I wrote Customers Bank a notarized letter to the address they provided, stating they are in violation for denying a consumer an extension of their own credit. I also pointed out this is a credit card fraud problem as well, since I gave them my social security number ( credit card ), which they ran but did not provide me any benefit at all. 

I offered them 10 days to either deposit {$50000.00} into the checking account they have on file from my application, or to respond via affidavit with proof of their exemption from consumer protection laws. 

On XX/XX/XXXX I received an email from XXXX simply stating "" a XXXX member may reach out to you. '' It's been over 2 weeks and I haven't heard anything since. 

I just checked my XXXX online profile, and it still shows I am denied."
307,"Good Afternoon, My name is XXXX XXXX and Im currently an XXXX on XXXX XXXX in the United States Marine Corps. 
Im a helicopter pilot based out of XXXX XXXX and have been in for 6 years. 
Recently, my intelligence shop has notified me that my student loans have been flagged in their system, and because of that, I may lose my security clearance, and potentially my job. 
Unfortunately, my current student debt is up to {$180000.00}, and even worse its a private loan from Sallie Mae and Navient. 
When I first signed for the loans, my dad and I agreed that we would split the debt and pay it off individually, but just over a year ago, he passed away unexpectedly from XXXX  XXXX. Because Im the co-signer, I have taken the entirety of the loan. My mom has stopped paying the other half, and weve recently discovered that dad did not leave anything behind for my family and I to help cover this debt. 
I currently live on base with my wife and son, living on one income to support us as she also attends school. 
Ive contacted Sallie Mae and Navient about the situation. I was paying about {$800.00} a month after I joined the military, but since the passing of my dad and now supporting a family, I can not make that kind of payment. Ive offered to pay an amount within our budget, XXXX a month, but they have both denied that offer. 
XXXXm reaching out in hopes that there may be something youd be able to do to help my family and I in this situation. Anything would be greatly appreciated. 

Very Respectfully, XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX"
308,"I am seeking further information or escalation about why my 501c3 ECF is stuck on "" Processing '' after my public school ECF was moved to "" Processed '' much quicker and reflected in the Payment History. 

The employer that has not been Processed as of XX/XX/23 is a registered 501c3, appeared on the FSA Employer Search Tool, but lacked an accurate address. Here is their address : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX. 
XXXX XXXX, TX - XXXX Processing this ECF/employer is crucial for my Payment History/Count to be accurately reflected ; I believe I will be at or right near 120 payments after this update, and am trying to have PSLF processed before I start a new job in XXXX. Thank you!"
309,Case # XXXX. I don't agree with this matter being closed. Please look at the case cited above. Mohela has not reduced my payments to {$200.00} - {$300.00} as requested. The letter they sent did not address this issue. They said on the phone that they could reduce my payment to {$530.00}. This is not affordable. Please continue to work on this as Mohela has not responded favorably to me.
310,THIS COMPANY DONT HELP XXXX PEOPLE AND TRY TO HOLD THEM BACK BY LYING TO THEM ABOUT THE LINE OF CREDIT AS I KNOW THAT IM THE SERCURE CREDITOR AND THEY CANT DENIEL ME A EXTENTION OF MY OWN CREDIT THEN WHEN TOLD THAT THEY WAS VIOLATING 15 U.S.C. 1611 THEY STILL DID NOT CARE AND STILL STAY WITH THEIR LIE ... ... ..I WILL BE FILING A FEDERAL LAWSUIT BECAUSE IM BEEN TRYING FOR 13 YEARS AND BEEN TOLD THE SAME THING FOR 13 YEARS THIS GOT TA BE THE BIGGEST XXXX  PROBLEM I BET IF I WAS XXXX  IVE BEEN HAVE MY CREDIT THE RIGHT WAY WHEN I NEVER MISS A PAYMENT OR BEEN LATE THIS IS BECAUSE XXXX XXXX AND IN THE WRONG AREA FOR CAPITAL ONE SO THEY MAKE ME LIVE THE WAT THEY THINK
311,Between XXXX and XXXX Called to get payoff wasnt what I expected
312,"I have attempted for years to have this student loan deferred and forbearance. As of last year I requested forgiveness because of the age of the loan. I am unable to go back to college to earn a degree to increase my living expenses. The school I was attending when I applied for the student loan was not an accredited institution.

Colleges that I have applied for are requiring proof of enrollment from the fraudulent institution. 
I am now almost XXXX XXXX XXXX with XXXX XXXX struggling to make enough money for health care and prescriptions."
313,"I was taking class as part of the Small Business Administration 5- XXXX to introduce my health drink XXXX. An orientation was hosted by XXXX XXXX, president of SBA. I took class from XXXX of XXXX to XXXX of XXXX to learn about how XXXX could help me in my health drink business. I was introduced to XXXX, an intake specialize at SBA and he was going to help with my health drink business. Then I was introduced to a Consultant whose name was XXXX XXXX. He is one of the instructors who is supposed to help me find a warehouse because I need space. XXXX XXXX and I were supposed to have a launch party in XXXX of XXXX. I was broke around XXXX and XX/XX/XXXX and started looking for a loan. I was knot of where that i receive the loan their were [ problem. I went to my bank in Late XXXX to cash a check. That's how I found out that I had money XXXX in my account. I was expecting some kind of paper promissory note.Then I would receive money in my bank account. 
."
314,"I fell victim to predatory lending by MaxLend. I took out {$750.00} in XX/XX/XXXX. Then I realized on XX/XX/XXXX that I was charged {$200.00} bi-weekly, meaning I had paid {$2100.00} by XX/XX/XXXX. After paying MaxLend these payments, which totaled {$2100.00}, MaxLend only applied little to none of the paid amounts to the principal balance. For example, for each biweekly payment of {$200.00} where the principal balance was $ XXXX, the ending principal would still be $ XXXX. This means that only a few cents to a few dollars of the {$200.00} bi-weekly payments I made were applied to the loan 's principal balance. Even after I had already paid {$2100.00} total by XX/XX/XXXX, I only had a few repayment options : Pay an additional {$810.00} to stop getting charged a biweekly {$200.00}. I even asked if I could get back the previous money paid in interest since the original contract was supposed to last until XX/XX/XXXX, and I paid off the loan on XX/XX/XXXX, and the answer was no. 
Pay the {$200.00} bi-weekly charge, most of which would not be applied to the principal balance. 
Pay the {$200.00} bi-weekly charge, most of which would not be applied to the principal balance plus extra. 
To stop getting charged the bi-weekly {$200.00} until I could report the issue, I picked option one meaning a total of {$2800.00} was paid to MaxLend. None of the options allowed me to pay the principal balance. When the loan was taken out over the phone, it was not explained that I would be paying $ XXXX for a {$750.00} loan."
315,"I bought some item from XXXX using Affirm on XX/XX/2023 the amount was XXXX, with a month payment of XXXX. This item appeared on my XXXX report XX/XX/2023. This is a buy now pay later company. I paid the entire remaining balance off of XXXX on XX/XX/23. Affrim is reporting on my credit report XXXX. I dispute it, all Affrim did was change my remaining balance to XXXX when it should be XXXX. The dispute the amount again on XX/XX/23."
316,"I. the consumer and natural person. was denied credit by AVANT when I applied for a {$3000.00} personal loan. 

Adverse action against a consumer is AGAINST THE LAW according to the Equal Credit Opportunity Act which is codified in 15 U.S.C 1691c and is pursuant to civil liability under 15 U.S.C 1692k.

Avant- is subject to criminally liability for violating 15 U.S.C 1691 as I have proof that i was discriminated against by Avant due to the response I received.

Avant is in violation of 15 U.S. Code 1642.

U.S.C 168lm and 12 cfr 1002 because I, the consumer made an application in good faith, but credit was not issued. 
Furthermore, because my social security number ( credit card ) was used and i received NO benefit. This is proof of fraudulent activity ( unauthorized use of credit card ) on behalf of AVANT because XXXX wasnt approved for the loan"
317,"I did not apply for a cash advance with this company. I attempted to apply for an advance and I received the message that the account already exists. Someone applied for a cash advance in my name. I sent an email to the company informing them of the fraudulent application. Unfortunately, when an individual applies for a cash advance, it will not appear on your credit report."
